Unnamed: 0,geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,DemandGen_spend,Conversions,Population,Revenue_Per_Conversion
3227,North Carolina,2024-10-14,"2,071","1,251","3,145",667,"$1,270.79 ",$117.77 ,$90.47 ,$12.94 ,4,10551162,"$2,352 "
3228,North Carolina,2024-10-21,"1,805",238,"12,032","1,104","$1,190.83 ",$37.20 ,$62.06 ,$19.08 ,5,10551162,"$2,940 "
3229,North Carolina,2024-10-28,"1,859",319,"1,586",564,"$1,189.95 ",$0.89 ,$74.23 ,$16.02 ,7,10551162,"$4,116 "
3230,North Carolina,2024-11-04,"2,674","2,831","1,741",580,"$1,549.94 ",$115.49 ,$54.28 ,$23.99 ,13,10551162,"$7,644 "
3231,North Carolina,2024-11-11,"3,586","4,833","1,491",408,"$1,770.90 ",$126.28 ,$45.74 ,$11.70 ,8,10551162,"$4,704 "
3232,North Carolina,2024-11-18,"3,124","7,901","9,561",463,"$1,342.22 ",$70.45 ,$40.01 ,$15.61 ,5,10551162,"$2,940 "
3233,North Carolina,2024-11-25,"2,475","2,431","5,312",274,"$1,267.08 ",$91.96 ,$40.89 ,$4.28 ,2,10551162,"$1,176 "
3234,North Carolina,2024-12-02,"2,264","3,979","5,151",636,"$1,361.28 ",$48.07 ,$49.16 ,$9.56 ,8,10551162,"$4,704 "
3235,North Carolina,2024-12-09,"2,540","3,232","4,622",398,"$1,128.67 ",$46.49 ,$38.66 ,$9.88 ,12,10551162,"$7,056 "
3236,North Carolina,2024-12-16,"2,424","2,434","3,066",197,"$1,335.58 ",$35.74 ,$51.95 ,$19.32 ,15,10551162,"$8,820 "
3237,North Carolina,2024-12-23,"2,607",363,"3,629",171,"$1,210.18 ",$30.62 ,$50.08 ,$4.94 ,1,10551162,$588 
3238,North Carolina,2024-12-30,"1,694",898,"6,087",764,$648.09 ,$9.19 ,$42.16 ,$31.78 ,1,10551162,$588 
3239,North Carolina,2025-01-06,"1,564","2,553","6,709","2,838",$436.04 ,$50.44 ,$39.73 ,$24.75 ,2,10551162,"$1,176 "
3240,North Carolina,2025-01-13,"3,052","2,930","8,289","1,870","$1,148.62 ",$13.28 ,$37.55 ,$28.97 ,13,10551162,"$7,644 "
3241,North Carolina,2025-01-20,"3,825","2,963","5,247","2,559","$1,636.64 ",$22.59 ,$44.08 ,$55.89 ,21,10551162,"$12,348 "
3242,North Carolina,2025-01-27,"3,908","1,437","4,151","3,372","$1,807.40 ",$15.89 ,$36.93 ,$58.04 ,13,10551162,"$7,644 "
3243,North Carolina,2025-02-03,"2,858",613,"1,720","3,838","$1,332.99 ",$32.50 ,$22.77 ,$46.72 ,14,10551162,"$8,232 "
3244,North Carolina,2025-02-10,"3,146",357,"1,171",827,"$1,410.22 ",$8.77 ,$23.94 ,$32.63 ,14,10551162,"$8,232 "
3245,North Carolina,2025-02-17,"2,508",126,"1,011",739,"$1,118.45 ",$24.10 ,$28.96 ,$22.77 ,12,10551162,"$7,056 "
3265,North Dakota,2024-02-05,93,26,590,35,$26.74 ,$0.21 ,$4.70 ,$0.22 ,0,779702,$0 
3266,North Dakota,2024-02-12,104,16,357,70,$24.30 ,$0.00 ,$2.95 ,$0.36 ,0,779702,$0 
3267,North Dakota,2024-02-19,128,201,510,85,$31.06 ,$0.00 ,$3.19 ,$0.37 ,0,779702,$0 
3268,North Dakota,2024-02-26,64,172,213,24,$8.03 ,$1.98 ,$1.90 ,$0.01 ,0,779702,$0 
3269,North Dakota,2024-03-04,53,270,457,68,$24.40 ,$3.22 ,$2.92 ,$1.08 ,0,779702,$0 
3270,North Dakota,2024-03-11,113,182,423,86,$23.90 ,$5.02 ,$4.42 ,$0.19 ,0,779702,$0 
3271,North Dakota,2024-03-18,98,171,427,20,$34.77 ,$0.00 ,$4.05 ,$0.03 ,0,779702,$0 
3291,North Dakota,2024-08-12,91,33,105,8,$19.17 ,$0.00 ,$1.28 ,$0.00 ,0,779702,$0 
3292,North Dakota,2024-08-19,90,18,113,13,$49.66 ,$0.00 ,$1.24 ,$0.22 ,0,779702,$0 
3293,North Dakota,2024-08-26,113,86,105,71,$36.12 ,$0.00 ,$1.73 ,$0.00 ,0,779702,$0 
3294,North Dakota,2024-09-02,123,43,115,14,$25.81 ,$0.00 ,$1.88 ,$0.28 ,1,779702,$588 
3295,North Dakota,2024-09-09,89,27,146,6,$27.85 ,$0.00 ,$2.46 ,$0.02 ,0,779702,$0 
3296,North Dakota,2024-09-16,71,194,131,15,$15.36 ,$23.64 ,$1.85 ,$0.13 ,0,779702,$0 
3297,North Dakota,2024-09-23,85,326,99,23,$44.25 ,$0.24 ,$1.60 ,$0.07 ,0,779702,$0 
3298,North Dakota,2024-09-30,80,414,122,13,$14.78 ,$2.36 ,$1.61 ,$0.57 ,0,779702,$0 
3299,North Dakota,2024-10-07,95,32,116,4,$27.69 ,$0.06 ,$1.59 ,$0.04 ,0,779702,$0 
3300,North Dakota,2024-10-14,88,19,87,13,$40.41 ,$0.00 ,$2.12 ,$0.03 ,0,779702,$0 
3301,North Dakota,2024-10-21,87,2,294,14,$9.96 ,$1.67 ,$0.78 ,$0.04 ,0,779702,$0 
3302,North Dakota,2024-10-28,65,8,76,30,$55.00 ,$0.00 ,$4.68 ,$0.03 ,1,779702,$588 
3303,North Dakota,2024-11-04,108,64,65,11,$51.47 ,$2.86 ,$1.76 ,$0.01 ,0,779702,$0 
3304,North Dakota,2024-11-11,163,180,74,7,$108.59 ,$2.73 ,$4.46 ,$0.53 ,0,779702,$0 
3305,North Dakota,2024-11-18,136,113,330,11,$36.99 ,$2.27 ,$1.34 ,$2.35 ,0,779702,$0 
3306,North Dakota,2024-11-25,105,30,223,25,$21.35 ,$0.14 ,$3.92 ,$0.74 ,0,779702,$0 
3307,North Dakota,2024-12-02,76,66,193,18,$33.13 ,$50.12 ,$8.22 ,$1.59 ,0,779702,$0 
3308,North Dakota,2024-12-09,130,51,187,24,$47.69 ,$0.02 ,$1.57 ,$0.21 ,0,779702,$0 
3309,North Dakota,2024-12-16,88,42,123,5,$37.87 ,$0.00 ,$0.98 ,$0.00 ,0,779702,$0 
3310,North Dakota,2024-12-23,105,0,173,10,$25.79 ,$0.00 ,$1.43 ,$0.15 ,0,779702,$0 
3311,North Dakota,2024-12-30,71,2,248,30,$11.73 ,$0.00 ,$1.23 ,$0.21 ,0,779702,$0 
3312,North Dakota,2025-01-06,58,27,258,115,$6.55 ,$0.01 ,$2.43 ,$0.49 ,0,779702,$0 
3313,North Dakota,2025-01-13,135,35,501,61,$42.62 ,$0.10 ,$2.09 ,$0.60 ,0,779702,$0 
3314,North Dakota,2025-01-20,173,24,257,49,$25.80 ,$0.12 ,$1.68 ,$0.52 ,0,779702,$0 
3315,North Dakota,2025-01-27,175,15,163,138,$96.63 ,$0.00 ,$0.95 ,$0.38 ,2,779702,"$1,176 "
3316,North Dakota,2025-02-03,138,12,64,118,$34.91 ,$0.00 ,$0.63 ,$1.33 ,0,779702,$0 
3317,North Dakota,2025-02-10,122,10,45,48,$56.49 ,$0.00 ,$0.71 ,$14.14 ,0,779702,$0 
3318,North Dakota,2025-02-17,166,5,47,25,$38.03 ,$2.35 ,$0.86 ,$0.89 ,0,779702,$0 
3404,Ohio,2024-02-05,959,487,"10,508",533,$331.79 ,$14.52 ,$95.21 ,$11.18 ,5,11780017,"$2,940 "
3405,Ohio,2024-02-12,"1,176",255,"7,061","1,322",$426.41 ,$0.66 ,$74.06 ,$15.72 ,7,11780017,"$4,116 "
3406,Ohio,2024-02-19,"1,807","4,527","8,276","1,080",$441.05 ,$60.17 ,$72.65 ,$15.25 ,4,11780017,"$2,352 "
3407,Ohio,2024-02-26,961,"1,854","4,475",539,$280.38 ,$16.38 ,$46.95 ,$11.35 ,7,11780017,"$4,116 "
3408,Ohio,2024-03-04,977,"3,131","8,251",833,$322.98 ,$46.24 ,$60.87 ,$6.71 ,4,11780017,"$2,352 "
3409,Ohio,2024-03-11,"1,342","3,316","7,303","1,705",$509.68 ,$40.12 ,$69.92 ,$9.26 ,6,11780017,"$3,528 "
3410,Ohio,2024-03-18,"1,511","2,943","6,919",432,$685.83 ,$33.50 ,$67.37 ,$4.60 ,10,11780017,"$5,880 "
3430,Ohio,2024-08-12,"2,404","2,356","2,137",136,$674.95 ,$21.59 ,$34.43 ,$2.12 ,5,11780017,"$2,940 "
3431,Ohio,2024-08-19,"1,907",581,"2,193",217,$864.85 ,$37.42 ,$37.79 ,$4.88 ,9,11780017,"$5,292 "
3432,Ohio,2024-08-26,"2,455","1,199","1,980","1,429",$885.92 ,$3.05 ,$35.43 ,$6.82 ,5,11780017,"$2,940 "
3433,Ohio,2024-09-02,"2,536","1,499","2,263",213,$880.92 ,$56.11 ,$40.72 ,$4.04 ,11,11780017,"$6,468 "
3434,Ohio,2024-09-09,"1,925","1,772","2,311",153,$654.50 ,$65.04 ,$36.88 ,$6.29 ,2,11780017,"$1,176 "
3435,Ohio,2024-09-16,"1,890","6,021","2,217",263,$537.66 ,$65.28 ,$41.73 ,$2.42 ,2,11780017,"$1,176 "
3436,Ohio,2024-09-23,"2,095","9,614","2,538",229,$617.42 ,$56.74 ,$52.95 ,$1.93 ,3,11780017,"$1,764 "
3437,Ohio,2024-09-30,"1,993","10,220","2,492",445,$458.33 ,$74.27 ,$37.84 ,$5.94 ,6,11780017,"$3,528 "
3438,Ohio,2024-10-07,"2,048",829,"2,315",176,$676.21 ,$78.40 ,$45.16 ,$5.89 ,2,11780017,"$1,176 "
3439,Ohio,2024-10-14,"1,826","1,076","2,748",331,$922.01 ,$10.21 ,$52.38 ,$4.83 ,3,11780017,"$1,764 "
3440,Ohio,2024-10-21,"1,588",181,"15,668",367,$751.59 ,$2.04 ,$55.80 ,$7.21 ,3,11780017,"$1,764 "
3441,Ohio,2024-10-28,"1,603",194,"1,225",454,$722.39 ,$27.68 ,$33.75 ,$10.24 ,8,11780017,"$4,704 "
3442,Ohio,2024-11-04,"2,180","1,882","1,606",393,$760.29 ,$62.58 ,$48.19 ,$10.19 ,8,11780017,"$4,704 "
3443,Ohio,2024-11-11,"2,937","3,710","1,569",259,$950.62 ,$125.05 ,$34.71 ,$10.62 ,5,11780017,"$2,940 "
3444,Ohio,2024-11-18,"2,516","2,954","7,790",292,$947.91 ,$88.63 ,$38.20 ,$9.99 ,4,11780017,"$2,352 "
3445,Ohio,2024-11-25,"1,962","1,175","4,215",215,$857.04 ,$70.31 ,$34.50 ,$2.84 ,2,11780017,"$1,176 "
3446,Ohio,2024-12-02,"1,758","2,245","3,934",469,$930.46 ,$143.04 ,$35.87 ,$5.36 ,12,11780017,"$7,056 "
3447,Ohio,2024-12-09,"2,140","1,546","3,898",298,"$1,247.27 ",$98.86 ,$33.92 ,$6.02 ,12,11780017,"$7,056 "
3448,Ohio,2024-12-16,"2,075","2,171","2,690",127,$962.42 ,$59.42 ,$34.05 ,$4.39 ,4,11780017,"$2,352 "
3449,Ohio,2024-12-23,"1,999",200,"3,355",145,$898.39 ,$25.16 ,$36.88 ,$3.87 ,1,11780017,$588 
3450,Ohio,2024-12-30,"1,363",317,"5,847",587,$404.47 ,$5.04 ,$31.87 ,$9.92 ,0,11780017,$0 
3451,Ohio,2025-01-06,"1,222",812,"5,883","2,173",$287.36 ,$6.93 ,$33.67 ,$13.66 ,3,11780017,"$1,764 "
3452,Ohio,2025-01-13,"2,530","1,213","7,004","1,230",$989.71 ,$15.27 ,$32.21 ,$25.18 ,13,11780017,"$7,644 "
3453,Ohio,2025-01-20,"3,301","1,097","4,858","1,523","$1,429.28 ",$32.32 ,$35.84 ,$27.09 ,17,11780017,"$9,996 "
3454,Ohio,2025-01-27,"3,181",517,"3,736","2,504","$1,301.37 ",$23.62 ,$30.11 ,$34.97 ,12,11780017,"$7,056 "
3455,Ohio,2025-02-03,"2,524",343,"1,507","2,534","$1,027.22 ",$39.62 ,$21.12 ,$20.62 ,7,11780017,"$4,116 "
3456,Ohio,2025-02-10,"2,657",141,971,548,"$1,274.40 ",$12.19 ,$22.22 ,$21.85 ,10,11780017,"$5,880 "
3457,Ohio,2025-02-17,"1,882",97,838,534,$849.56 ,$7.45 ,$25.38 ,$19.25 ,13,11780017,"$7,644 "
3477,Oklahoma,2024-02-05,277,180,"3,398",165,$123.52 ,$11.83 ,$28.58 ,$1.02 ,2,3986639,"$1,176 "
3478,Oklahoma,2024-02-12,401,201,"2,359",345,$145.89 ,$16.83 ,$26.91 ,$3.01 ,2,3986639,"$1,176 "
3479,Oklahoma,2024-02-19,509,"1,463","3,228",315,$106.67 ,$101.72 ,$32.50 ,$4.14 ,4,3986639,"$2,352 "
3480,Oklahoma,2024-02-26,277,853,"1,455",169,$64.21 ,$15.91 ,$16.90 ,$0.89 ,2,3986639,"$1,176 "
3481,Oklahoma,2024-03-04,291,"1,358","2,278",222,$120.09 ,$8.79 ,$15.29 ,$2.23 ,3,3986639,"$1,764 "
3482,Oklahoma,2024-03-11,437,"1,361","2,622",492,$132.85 ,$19.95 ,$26.71 ,$1.65 ,2,3986639,"$1,176 "
3483,Oklahoma,2024-03-18,458,706,"2,548",86,$147.69 ,$22.41 ,$24.72 ,$0.34 ,4.98,3986639,"$2,928 "
3503,Oklahoma,2024-08-12,634,266,638,35,$177.69 ,$0.00 ,$10.05 ,$0.43 ,3,3986639,"$1,764 "
3504,Oklahoma,2024-08-19,538,47,688,78,$315.10 ,$0.93 ,$10.10 ,$1.09 ,4,3986639,"$2,352 "
3505,Oklahoma,2024-08-26,611,108,643,438,$218.44 ,$3.92 ,$8.68 ,$1.44 ,3,3986639,"$1,764 "
3506,Oklahoma,2024-09-02,689,178,740,80,$284.08 ,$1.85 ,$10.83 ,$1.47 ,1,3986639,$588 
3507,Oklahoma,2024-09-09,553,154,738,48,$163.26 ,$2.64 ,$13.72 ,$0.45 ,0,3986639,$0 
3508,Oklahoma,2024-09-16,451,"1,067",712,108,$264.59 ,$12.89 ,$12.63 ,$1.16 ,2,3986639,"$1,176 "
3509,Oklahoma,2024-09-23,538,"1,908",847,94,$132.47 ,$2.41 ,$17.74 ,$0.79 ,0,3986639,$0 
3510,Oklahoma,2024-09-30,491,"2,458",972,193,$110.61 ,$6.03 ,$17.76 ,$1.98 ,2,3986639,"$1,176 "
3511,Oklahoma,2024-10-07,489,137,822,87,$98.99 ,$36.23 ,$12.46 ,$3.19 ,1,3986639,$588 
3512,Oklahoma,2024-10-14,487,124,820,103,$216.16 ,$0.19 ,$11.26 ,$0.96 ,2,3986639,"$1,176 "
3513,Oklahoma,2024-10-21,424,38,"3,278",126,$295.68 ,$0.00 ,$15.69 ,$0.98 ,0,3986639,$0 
3514,Oklahoma,2024-10-28,464,39,406,139,$213.42 ,$0.00 ,$10.82 ,$0.96 ,2,3986639,"$1,176 "
3515,Oklahoma,2024-11-04,560,399,494,128,$167.29 ,$31.20 ,$10.54 ,$1.01 ,2,3986639,"$1,176 "
3516,Oklahoma,2024-11-11,856,632,478,78,$461.70 ,$29.38 ,$10.93 ,$2.00 ,3,3986639,"$1,764 "
3517,Oklahoma,2024-11-18,675,873,"2,594",67,$269.48 ,$24.25 ,$8.76 ,$0.41 ,0,3986639,$0 
3518,Oklahoma,2024-11-25,519,274,"1,707",51,$251.95 ,$5.57 ,$9.40 ,$1.38 ,1,3986639,$588 
3519,Oklahoma,2024-12-02,481,495,"1,276",130,$192.64 ,$16.45 ,$10.50 ,$0.32 ,1,3986639,$588 
3520,Oklahoma,2024-12-09,540,479,"1,156",71,$279.39 ,$8.74 ,$10.48 ,$0.28 ,3,3986639,"$1,764 "
3521,Oklahoma,2024-12-16,573,198,611,24,$241.43 ,$15.61 ,$9.34 ,$0.03 ,2,3986639,"$1,176 "
3522,Oklahoma,2024-12-23,546,49,702,37,$247.49 ,$7.68 ,$7.84 ,$0.18 ,0,3986639,$0 
3523,Oklahoma,2024-12-30,404,116,"1,174",134,$149.07 ,$1.73 ,$7.43 ,$1.03 ,0,3986639,$0 
3524,Oklahoma,2025-01-06,374,225,"1,243",577,$76.52 ,$1.67 ,$8.34 ,$1.72 ,0,3986639,$0 
3525,Oklahoma,2025-01-13,711,331,"1,336",429,$231.51 ,$22.06 ,$7.65 ,$3.23 ,3,3986639,"$1,764 "
3526,Oklahoma,2025-01-20,898,421,"1,046",441,$334.48 ,$17.13 ,$8.16 ,$10.12 ,5,3986639,"$2,940 "
3527,Oklahoma,2025-01-27,903,168,860,770,$329.69 ,$0.00 ,$9.24 ,$8.58 ,2,3986639,"$1,176 "
3528,Oklahoma,2025-02-03,680,109,399,800,$335.31 ,$13.30 ,$7.34 ,$9.27 ,1,3986639,$588 
3529,Oklahoma,2025-02-10,725,44,350,240,$373.29 ,$6.01 ,$8.51 ,$13.02 ,3,3986639,"$1,764 "
3530,Oklahoma,2025-02-17,635,14,281,218,$220.61 ,$3.32 ,$4.35 ,$11.39 ,3,3986639,"$1,764 "
3563,Oregon,2024-02-05,399,225,"5,054",225,$200.46 ,$7.83 ,$51.16 ,$1.52 ,2,4237256,"$1,176 "
3564,Oregon,2024-02-12,551,109,"3,607",723,$168.24 ,$0.32 ,$40.83 ,$7.54 ,2,4237256,"$1,176 "
3565,Oregon,2024-02-19,754,"1,782","5,220","1,845",$131.74 ,$26.11 ,$48.99 ,$9.57 ,0,4237256,$0 
3566,Oregon,2024-02-26,418,638,"2,471",177,$102.27 ,$1.85 ,$29.95 ,$2.62 ,0,4237256,$0 
3567,Oregon,2024-03-04,383,"1,090","3,112",317,$112.83 ,$1.57 ,$22.03 ,$3.28 ,0,4237256,$0 
3568,Oregon,2024-03-11,609,945,"4,521",735,$141.44 ,$14.90 ,$46.70 ,$2.75 ,1,4237256,$588 
3569,Oregon,2024-03-18,546,704,"4,343",159,$183.23 ,$6.23 ,$49.28 ,$0.81 ,1,4237256,$588 
3589,Oregon,2024-08-12,540,780,"1,326",81,$132.84 ,$24.81 ,$19.47 ,$1.24 ,1,4237256,$588 
3590,Oregon,2024-08-19,412,134,"1,446",217,$173.72 ,$2.64 ,$19.39 ,$4.24 ,1,4237256,$588 
3591,Oregon,2024-08-26,520,333,"1,286",703,$157.07 ,$0.99 ,$15.78 ,$7.07 ,0,4237256,$0 
3592,Oregon,2024-09-02,632,560,"1,381",131,$153.43 ,$12.83 ,$24.04 ,$3.05 ,1,4237256,$588 
3593,Oregon,2024-09-09,453,509,"1,200",66,$110.95 ,$6.18 ,$17.24 ,$0.80 ,1,4237256,$588 
3594,Oregon,2024-09-16,420,"2,630","1,099",137,$112.86 ,$16.41 ,$15.00 ,$1.56 ,0,4237256,$0 
3595,Oregon,2024-09-23,635,"3,808","1,010",94,$222.81 ,$13.25 ,$15.25 ,$0.66 ,0,4237256,$0 
3596,Oregon,2024-09-30,745,"4,567","1,093",143,$133.36 ,$11.90 ,$13.51 ,$3.52 ,0,4237256,$0 
3597,Oregon,2024-10-07,713,379,951,105,$119.20 ,$1.11 ,$13.29 ,$3.04 ,1,4237256,$588 
3598,Oregon,2024-10-14,562,350,653,107,$274.78 ,$37.45 ,$10.66 ,$5.22 ,0,4237256,$0 
3599,Oregon,2024-10-21,486,45,"1,403",118,$240.80 ,$0.25 ,$11.32 ,$3.73 ,0,4237256,$0 
3600,Oregon,2024-10-28,501,112,522,175,$140.08 ,$15.89 ,$10.69 ,$2.63 ,1,4237256,$588 
3601,Oregon,2024-11-04,573,"1,248",665,149,$205.72 ,$35.24 ,$15.73 ,$1.12 ,1,4237256,$588 
3602,Oregon,2024-11-11,927,"2,868",655,128,$238.03 ,$45.66 ,$15.38 ,$1.56 ,0,4237256,$0 
3603,Oregon,2024-11-18,694,"4,111","2,721",140,$165.83 ,$23.30 ,$15.96 ,$2.53 ,1,4237256,$588 
3604,Oregon,2024-11-25,556,"1,195","1,942",83,$163.61 ,$15.16 ,$15.64 ,$0.84 ,1,4237256,$588 
3605,Oregon,2024-12-02,568,"2,159","1,899",272,$144.02 ,$89.43 ,$18.76 ,$6.70 ,2,4237256,"$1,176 "
3606,Oregon,2024-12-09,632,"1,313","1,868",155,$204.34 ,$67.08 ,$25.02 ,$2.96 ,3,4237256,"$1,764 "
3607,Oregon,2024-12-16,588,"1,153","1,253",36,$178.03 ,$13.55 ,$15.79 ,$0.41 ,2,4237256,"$1,176 "
3608,Oregon,2024-12-23,523,235,"1,309",63,$168.01 ,$169.00 ,$15.28 ,$2.42 ,0,4237256,$0 
3609,Oregon,2024-12-30,431,552,"2,691",279,$80.49 ,$146.08 ,$14.36 ,$4.95 ,0,4237256,$0 
3610,Oregon,2025-01-06,348,990,"3,622","1,430",$53.56 ,$45.40 ,$19.89 ,$5.21 ,0,4237256,$0 
3611,Oregon,2025-01-13,827,"1,369","3,678",825,$305.42 ,$23.76 ,$19.72 ,$8.36 ,3,4237256,"$1,764 "
3612,Oregon,2025-01-20,"1,001","1,078","2,349",754,$294.92 ,$2.96 ,$16.42 ,$10.10 ,4,4237256,"$2,352 "
3613,Oregon,2025-01-27,"1,079",494,"2,220","1,297",$347.78 ,$2.76 ,$15.64 ,$14.75 ,3,4237256,"$1,764 "
3614,Oregon,2025-02-03,624,261,825,916,$205.04 ,$7.86 ,$7.98 ,$11.12 ,0,4237256,$0 
3615,Oregon,2025-02-10,624,119,522,333,$239.44 ,$1.28 ,$9.06 ,$9.28 ,3,4237256,"$1,764 "
3616,Oregon,2025-02-17,502,79,498,380,$149.92 ,$14.98 ,$8.15 ,$15.48 ,2,4237256,"$1,176 "
3714,Pennsylvania,2024-02-05,"1,334",528,"14,313",583,$542.42 ,$21.60 ,$134.28 ,$7.54 ,17,12964056,"$9,996 "
3715,Pennsylvania,2024-02-12,"1,624",456,"8,766","3,459",$665.22 ,$85.12 ,$94.69 ,$17.10 ,12,12964056,"$7,056 "
3716,Pennsylvania,2024-02-19,"2,457","5,146","10,566","2,805",$692.89 ,$49.29 ,$95.54 ,$29.07 ,9,12964056,"$5,292 "
3717,Pennsylvania,2024-02-26,"1,184","2,410","5,727",772,$508.90 ,$72.20 ,$61.45 ,$10.13 ,8,12964056,"$4,704 "
3718,Pennsylvania,2024-03-04,"1,301","3,635","9,138","1,271",$469.49 ,$52.82 ,$69.83 ,$12.06 ,7,12964056,"$4,116 "
3719,Pennsylvania,2024-03-11,"1,800","4,268","10,790","2,150",$789.10 ,$94.40 ,$109.34 ,$13.45 ,16,12964056,"$9,408 "
3720,Pennsylvania,2024-03-18,"1,777","3,588","10,968",454,$658.20 ,$101.12 ,$106.97 ,$5.00 ,11,12964056,"$6,468 "
3740,Pennsylvania,2024-08-12,"2,576","2,334","3,583",143,$820.27 ,$43.07 ,$52.93 ,$2.14 ,9,12964056,"$5,292 "
3741,Pennsylvania,2024-08-19,"2,060",574,"3,293",286,$922.08 ,$89.87 ,$52.18 ,$4.94 ,4,12964056,"$2,352 "
3742,Pennsylvania,2024-08-26,"2,649","1,330","3,153","1,756",$966.28 ,$35.87 ,$59.97 ,$4.94 ,7,12964056,"$4,116 "
3743,Pennsylvania,2024-09-02,"2,556","1,753","3,570",285,$929.70 ,$61.12 ,$61.11 ,$6.48 ,6,12964056,"$3,528 "
3744,Pennsylvania,2024-09-09,"2,064","2,219","3,179",210,$752.91 ,$77.73 ,$57.36 ,$3.85 ,5,12964056,"$2,940 "
3745,Pennsylvania,2024-09-16,"2,065","7,841","3,030",320,$633.10 ,$91.22 ,$52.92 ,$5.25 ,7,12964056,"$4,116 "
3746,Pennsylvania,2024-09-23,"2,061","11,657","3,011",255,$820.98 ,$33.34 ,$48.68 ,$3.34 ,8,12964056,"$4,704 "
3747,Pennsylvania,2024-09-30,"2,251","12,818","3,277",443,$739.10 ,$30.63 ,$62.90 ,$7.41 ,7,12964056,"$4,116 "
3748,Pennsylvania,2024-10-07,"2,341","1,220","2,592",233,$765.64 ,$35.42 ,$49.19 ,$4.23 ,4,12964056,"$2,352 "
3749,Pennsylvania,2024-10-14,"2,278","1,224","1,828",418,"$1,182.21 ",$28.00 ,$42.36 ,$12.64 ,3,12964056,"$1,764 "
3750,Pennsylvania,2024-10-21,"2,070",196,"5,004",413,"$1,076.21 ",$12.02 ,$43.00 ,$7.54 ,2,12964056,"$1,176 "
3751,Pennsylvania,2024-10-28,"1,867",313,"1,174",523,$930.40 ,$0.42 ,$45.20 ,$7.60 ,6,12964056,"$3,528 "
3752,Pennsylvania,2024-11-04,"2,555","2,724","1,560",544,"$1,192.79 ",$79.70 ,$43.92 ,$6.96 ,9,12964056,"$5,292 "
3753,Pennsylvania,2024-11-11,"3,495","4,630","1,682",334,"$1,592.05 ",$78.51 ,$48.10 ,$9.82 ,7,12964056,"$4,116 "
3754,Pennsylvania,2024-11-18,"3,074","4,789","6,806",345,"$1,422.43 ",$55.91 ,$46.96 ,$7.34 ,6.5,12964056,"$3,822 "
3755,Pennsylvania,2024-11-25,"2,404","1,790","4,814",288,$916.21 ,$80.73 ,$46.15 ,$7.74 ,1,12964056,$588 
3756,Pennsylvania,2024-12-02,"2,258","2,776","4,878",648,"$1,116.65 ",$42.56 ,$46.76 ,$5.04 ,6,12964056,"$3,528 "
3757,Pennsylvania,2024-12-09,"2,481","1,888","4,809",394,"$1,265.57 ",$77.00 ,$50.17 ,$4.45 ,10,12964056,"$5,880 "
3758,Pennsylvania,2024-12-16,"2,314","1,838","3,326",166,"$1,004.76 ",$25.94 ,$41.13 ,$5.82 ,3,12964056,"$1,764 "
3759,Pennsylvania,2024-12-23,"2,248",200,"3,731",151,$932.56 ,$36.26 ,$41.82 ,$13.50 ,1,12964056,$588 
3760,Pennsylvania,2024-12-30,"1,930",595,"7,360",716,$515.08 ,$14.94 ,$42.76 ,$7.71 ,0,12964056,$0 
3761,Pennsylvania,2025-01-06,"1,525","1,533","7,809","2,819",$252.18 ,$5.86 ,$54.11 ,$15.59 ,3,12964056,"$1,764 "
3762,Pennsylvania,2025-01-13,"2,897","2,310","10,515","1,667",$988.81 ,$38.25 ,$52.76 ,$21.12 ,9,12964056,"$5,292 "
3763,Pennsylvania,2025-01-20,"3,496","1,874","7,290","2,139","$1,337.19 ",$10.28 ,$56.57 ,$30.64 ,9,12964056,"$5,292 "
3764,Pennsylvania,2025-01-27,"3,702",776,"5,927","3,318","$1,575.22 ",$18.84 ,$78.16 ,$48.79 ,19,12964056,"$11,172 "
3765,Pennsylvania,2025-02-03,"2,569",395,"2,448","3,289","$1,361.80 ",$23.48 ,$42.49 ,$33.15 ,23,12964056,"$13,524 "
3766,Pennsylvania,2025-02-10,"2,555",247,"1,589",689,"$1,080.58 ",$28.71 ,$41.98 ,$28.45 ,11,12964056,"$6,468 "
3767,Pennsylvania,2025-02-17,"2,149",76,"1,287",757,$914.42 ,$36.05 ,$34.05 ,$24.24 ,10,12964056,"$5,880 "
3842,Rhode Island,2024-02-05,118,46,"1,026",48,$35.68 ,$5.12 ,$8.76 ,$0.43 ,0,1098163,$0 
3843,Rhode Island,2024-02-12,140,78,780,138,$36.66 ,$2.62 ,$7.74 ,$1.60 ,0,1098163,$0 
3844,Rhode Island,2024-02-19,284,343,753,111,$60.95 ,$3.89 ,$6.43 ,$0.44 ,3,1098163,"$1,764 "
3845,Rhode Island,2024-02-26,102,154,449,66,$31.64 ,$1.36 ,$4.97 ,$0.78 ,0,1098163,$0 
3846,Rhode Island,2024-03-04,104,295,646,44,$38.20 ,$2.08 ,$4.58 ,$1.56 ,1,1098163,$588 
3847,Rhode Island,2024-03-11,182,293,736,143,$57.67 ,$3.56 ,$7.55 ,$0.24 ,1,1098163,$588 
3848,Rhode Island,2024-03-18,147,305,651,39,$45.46 ,$0.46 ,$7.35 ,$0.11 ,1,1098163,$588 
