geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,Demand Gen_spend,Conversions,Population,Revenue_Per_Conversion
Dalarna County,12/23/24,119,381,369,,$33.58,$0.84,$2.85, --,0,286139,$0
Delaware,12/23/24,280,18,337,19,$164.72,$0.00,$3.60,$0.91,0,1003384,$0
Devon,12/23/24,114,47,48,,$26.23,$0.16,$1.47, --,0,1194166,$0
District of Columbia,12/23/24,325,151,"1,063",55,$107.44,$21.37,$12.88,$1.20,0,689545,$0
Drenthe,12/23/24,154,68,339,,$52.34,$0.30,$3.46, --,0,493682,$0
Dundee City Council,12/23/24,20,2,14,,$1.89,$0.00,$0.09, --,0,148210,$0
England,12/23/24,"9,731","5,883","8,586",,"$2,047.61",$102.23,$266.99, --,2,56489800,"$1,176"
Essex,12/23/24,316,14,177,,$78.52,$0.00,$5.41, --,0,1832700,$0
Flevoland,12/23/24,354,155,889,,$136.12,$0.22,$11.56, --,0,423021,$0
Florida,12/23/24,"8,219","1,826","8,446",851,"$3,823.90",$86.23,$130.04,$43.66,8,21781128,"$4,704"
Friesland,12/23/24,197,99,503,,$65.69,$0.00,$5.75, --,0,649944,$0
Gavleborg County,12/23/24,129,405,379,,$72.26,$1.57,$3.57, --,0,287382,$0
Gelderland,12/23/24,986,425,"2,173",,$369.62,$1.79,$25.74, --,0,2090168,$0
Georgia,12/23/24,"3,268",624,"5,255",258,"$1,523.61",$49.69,$76.29,$14.99,0,10711908,$0
Glasgow City,12/23/24,187,7,122,,$56.66,$0.13,$4.88, --,0,635640,$0
Gotland County,12/23/24,31,21,66,,$18.60,$0.00,$0.59, --,0,60124,$0
Groningen,12/23/24,162,225,662,,$91.79,$0.00,$7.31, --,0,585090,$0
Halland County,12/23/24,161,680,354,,$45.69,$2.10,$2.65, --,0,336748,$0
Hampshire,12/23/24,233,8,94,,$29.40,$0.00,$1.61, --,0,1389200,$0
Hawaii,12/23/24,280,149,"1,290",79,$113.85,$7.85,$21.41,$1.46,1,1455271,$588
Hoogezand-Sappemeer,12/23/24,7,6,19,,$18.72,$0.00,$0.19, --,0,34049,$0
Idaho,12/23/24,270,30,365,34,$50.95,$0.00,$6.18,$0.13,0,1839106,$0
Illinois,12/23/24,"2,379",448,"6,380",205,$903.52,$53.55,$59.16,$9.36,2,12671469,"$1,176"
Indiana,12/23/24,"1,089",95,"1,543",58,$522.78,$5.03,$15.23,$1.15,1,6785528,$588
Iowa,12/23/24,455,28,690,33,$186.97,$4.88,$6.89,$0.34,1,3190369,$588
Isle of Anglesey,12/23/24,14,,1,,$0.00, --,$0.00, --,0,69961,$0
Jamtland County,12/23/24,76,69,126,,$21.05,$3.06,$1.20, --,0,132675,$0
Jonkoping County,12/23/24,127,312,364,,$45.48,$1.36,$2.70, --,0,363599,$0
Kalmar County,12/23/24,83,169,282,,$59.86,$0.93,$2.88, --,0,247896,$0
Kansas,12/23/24,433,36,600,28,$136.04,$0.53,$6.95,$0.21,0,2937880,$0
Kent,12/23/24,345,19,241,,$70.34,$0.35,$13.09, --,0,1589100,$0
Kentucky,12/23/24,683,42,932,45,$316.24,$3.90,$7.67,$2.65,1,4505836,$588
Kingston upon Hull,12/23/24,37,5,12,,$3.76,$0.00,$0.21, --,0,259778,$0
Kronoberg County,12/23/24,98,161,277,,$54.61,$0.21,$1.99, --,0,201469,$0
Lancashire,12/23/24,199,10,71,,$39.88,$0.00,$0.97, --,0,1517500,$0
Limburg,12/23/24,568,493,"1,296",,$249.15,$0.06,$17.89, --,0,1117201,$0
Louisiana,12/23/24,822,84,873,72,$408.55,$19.06,$13.06,$8.06,2,4657757,"$1,176"
Maine,12/23/24,226,18,332,26,$66.70,$0.00,$3.15,$0.13,0,1372247,$0
Maryland,12/23/24,"1,602",263,"3,161",177,$761.44,$10.95,$48.05,$10.14,1,6165129,$588
Massachusetts,12/23/24,"1,352",305,"3,340",151,$654.93,$24.03,$35.14,$5.59,1,6984723,$588
Michigan,12/23/24,"1,634",107,"2,786",119,$693.16,$6.62,$32.29,$14.27,2,10077331,"$1,176"
Midlothian,12/23/24,20,2,2,,$0.50,$0.00,$0.00, --,0,93830,$0
Minnesota,12/23/24,767,69,"2,181",92,$248.34,$5.13,$25.84,$9.29,0,5706398,$0
Mississippi,12/23/24,439,49,533,25,$266.22,$15.13,$5.65,$0.91,0,2949965,$0
Missouri,12/23/24,"1,075",131,"1,497",53,$593.59,$41.96,$22.35,$0.86,0.08,6168187,$47
Montana,12/23/24,167,23,195,19,$100.04,$0.00,$1.51,$0.93,0,1084225,$0
Nebraska,12/23/24,295,15,546,18,$164.34,$0.00,$3.66,$0.08,0,1961504,$0
Nevada,12/23/24,636,548,"1,491",109,$222.22,$48.18,$19.74,$1.46,1,3104614,$588
New Hampshire,12/23/24,239,39,479,15,$147.78,$0.00,$4.60,$0.21,0,1388992,$0
New Jersey,12/23/24,"3,683",414,"4,228",304,"$2,004.80",$15.48,$59.39,$15.91,2,9288994,"$1,176"
New Mexico,12/23/24,285,61,409,35,$131.06,$3.83,$4.28,$10.68,2,2117522,"$1,176"
New York,12/23/24,"6,573","1,592","11,622",479,"$2,954.01",$197.33,$138.32,$22.09,6,19835913,"$3,528"
Norrbotten County,12/23/24,123,150,241,,$68.05,$3.07,$1.66, --,0,250093,$0
North Brabant,12/23/24,"1,641",611,"2,829",,$761.89,$0.74,$34.72, --,0,2562955,$0
North Carolina,12/23/24,"2,607",363,"3,629",171,"$1,210.18",$30.62,$50.08,$4.94,1,10551162,$588
North Dakota,12/23/24,105,0,173,10,$25.79,$0.00,$1.43,$0.15,0,779702,$0
North Holland,12/23/24,"3,829","8,042","15,691",,"$1,698.27",$68.50,$171.18, --,0,2877909,$0
North Lanarkshire,12/23/24,43,1,10,,$5.45,$0.00,$0.70, --,0,341140,$0
Northern Ireland,12/23/24,263,35,82,,$31.13,$0.00,$1.06, --,0,1903100,$0
Ohio,12/23/24,"1,999",200,"3,355",145,$898.39,$25.16,$36.88,$3.87,1,11780017,$588
Oklahoma,12/23/24,546,49,702,37,$247.49,$7.68,$7.84,$0.18,0,3986639,$0
Orebro County,12/23/24,118,231,427,,$65.61,$0.39,$3.71, --,0,307011,$0
Oregon,12/23/24,523,235,"1,309",63,$168.01,$169.00,$15.28,$2.42,0,4237256,$0
Orkney,12/23/24,6,,,,$0.00, --, --, --,0,22400,$0
Ostergotland County,12/23/24,176,394,678,,$62.11,$1.29,$5.69, --,0,465891,$0
Overijssel,12/23/24,472,154,980,,$164.47,$0.00,$11.30, --,0,1162406,$0
Pembrokeshire,12/23/24,14,1,4,,$7.76,$0.00,$0.03, --,0,125818,$0
Pennsylvania,12/23/24,"2,248",200,"3,731",151,$932.56,$36.26,$41.82,$13.50,1,12964056,$588
Plymouth,12/23/24,52,,25,,$10.76, --,$1.01, --,0,263100,$0
Powys,12/23/24,13,,3,,$1.41, --,$0.03, --,0,133030,$0
Rhode Island,12/23/24,192,23,306,28,$113.74,$1.77,$2.81,$0.04,0,1098163,$0
San Francisco Bay Area,12/23/24,"1,749","1,045","3,739",182,$787.48,$59.56,$48.58,$3.96,1,7753000,$588
Scotland,12/23/24,658,95,312,,$150.42,$0.07,$5.89, --,0,5479900,$0
Silicon Valley,12/23/24,399,316,"1,115",53,$144.69,$10.86,$19.03,$3.75,0,3137600,$0
Skane County,12/23/24,970,"2,783","3,910",,$531.84,$10.06,$31.97, --,0,1389336,$0
Sodermanland County,12/23/24,106,294,371,,$62.69,$2.31,$2.74, --,0,302935,$0
Somerset,12/23/24,88,5,58,,$13.62,$0.00,$2.12, --,0,965424,$0
South Carolina,12/23/24,"1,159",123,"1,230",114,$539.05,$0.00,$21.97,$16.64,1,5190705,$588
South Dakota,12/23/24,139,4,189,4,$53.19,$5.04,$1.25,$0.00,0,903027,$0
South Holland,12/23/24,"3,463","7,317","9,574",,"$1,427.11",$97.33,$111.37, --,1,3714850,$588
Stockholm County,12/23/24,"2,642","9,942","11,938",,"$1,246.51",$103.35,$108.22, --,1,2391990,$588
Stoke-on-Trent,12/23/24,60,6,17,,$15.44,$0.00,$0.31, --,0,256621,$0
Tennessee,12/23/24,"1,262",150,"1,531",104,$563.79,$32.29,$15.48,$5.57,0,6975218,$0
Texas,12/23/24,"8,409",766,"10,751",498,"$3,836.53",$62.25,$142.54,$23.30,6,29527941,"$3,528"
Uppsala County,12/23/24,162,363,685,,$128.06,$0.79,$5.11, --,0,383713,$0
Utah,12/23/24,519,109,816,52,$136.75,$0.00,$8.43,$1.61,0,3337975,$0
Utrecht,12/23/24,894,422,"2,347",,$337.66,$5.64,$31.51, --,0,1361730,$0
Vale of Glamorgan,12/23/24,16,,20,,$4.41, --,$0.16, --,0,136720,$0
Varmland County,12/23/24,84,273,277,,$38.52,$0.55,$2.54, --,0,282342,$0
Vasterbotten County,12/23/24,132,316,432,,$63.22,$1.90,$3.69, --,0,272061,$0
Vasternorrland County,12/23/24,84,175,224,,$35.32,$0.00,$1.85, --,0,245653,$0
Vastmanland County,12/23/24,99,290,473,,$40.01,$0.40,$3.79, --,0,280988,$0
Vastra Gotaland County,12/23/24,"1,042","3,698","3,824",,$494.07,$7.53,$32.91, --,0,1755525,$0
Vermont,12/23/24,81,7,162,5,$37.71,$0.00,$1.65,$2.17,1,643077,$588
Virginia,12/23/24,"2,020",987,"3,890",163,$991.34,$94.56,$44.96,$17.63,2,8642274,"$1,176"
Wales,12/23/24,433,32,202,,$102.87,$0.00,$8.19, --,0,3105000,$0
Washington,12/23/24,"1,073",445,"3,628",130,$410.60,$25.12,$34.69,$2.85,0,7796941,$0
West Virginia,12/23/24,237,10,228,11,$81.48,$0.00,$2.85,$0.01,0,1782959,$0
Wisconsin,12/23/24,808,43,"1,737",59,$292.38,$6.10,$13.69,$2.96,1,5893718,$588
Wyoming,12/23/24,108,11,142,7,$45.40,$0.00,$1.30,$0.19,1,577719,$588
Zeeland,12/23/24,235,54,311,,$96.15,$0.00,$3.37, --,0,385095,$0
Alabama,12/30/24,587,160,"1,730",215,$176.65,$0.57,$13.25,$0.81,0,5039877,$0
Alaska,12/30/24,70,73,345,62,$6.05,$1.09,$1.85,$0.26,0,732673,$0
Arizona,12/30/24,921,738,"3,630",544,$343.36,$18.86,$22.22,$21.40,0,7359197,$0
Arkansas,12/30/24,305,64,955,109,$141.09,$0.00,$6.06,$0.34,0,3011524,$0
Bedford,12/30/24,20,16,51,,$2.03,$0.00,$1.45, --,0,173292,$0
Berkshire,12/30/24,123,169,412,,$12.59,$0.00,$4.57, --,0,942400,$0
Blackpool,12/30/24,15,3,23,,$0.78,$0.00,$0.27, --,0,139300,$0
Blekinge County,12/30/24,30,213,269,,$5.53,$0.00,$1.04, --,0,159056,$0
Buckinghamshire,12/30/24,117,123,332,,$8.99,$0.00,$7.08, --,0,812200,$0
Caerphilly County Borough,12/30/24,26,19,40,,$1.61,$0.00,$0.23, --,0,181019,$0
California,12/30/24,"4,493","4,911","18,431","2,990","$1,422.11",$40.29,$124.18,$51.19,2,39538223,"$1,176"
Central Bedfordshire,12/30/24,37,148,116,,$4.24,$0.00,$1.98, --,0,294200,$0
Cheshire East,12/30/24,49,75,105,,$10.36,$0.00,$0.52, --,0,398800,$0
Colorado,12/30/24,787,196,"4,963",469,$262.70,$3.25,$23.95,$7.39,0,5807719,$0
Connecticut,12/30/24,625,378,"2,040",423,$129.47,$0.10,$14.51,$7.22,2,3605597,"$1,176"
County Tyrone,12/30/24,19,114,32,,$11.90,$0.00,$0.54, --,0,182000,$0
Dalarna County,12/30/24,63,271,483,,$12.56,$1.16,$2.25, --,0,286139,$0
Delaware,12/30/24,206,66,500,99,$71.81,$0.02,$3.18,$0.39,0,1003384,$0
Devon,12/30/24,107,213,198,,$9.14,$0.06,$4.03, --,0,1194166,$0
District of Columbia,12/30/24,327,292,"1,565",168,$67.62,$1.95,$10.77,$1.66,0,689545,$0
Drenthe,12/30/24,77,66,459,,$19.76,$0.00,$3.55, --,0,493682,$0
Dundee City Council,12/30/24,22,178,41,,$0.98,$0.03,$1.03, --,0,148210,$0
England,12/30/24,"7,345","21,189","25,987",,"$1,250.55",$206.40,$475.78, --,1,56489800,$588
Essex,12/30/24,209,442,531,,$46.96,$1.10,$7.47, --,0,1832700,$0
Flevoland,12/30/24,179,137,"1,506",,$63.89,$0.34,$11.93, --,0,423021,$0
Florida,12/30/24,"5,613","3,989","13,142","3,179","$1,734.30",$29.81,$104.48,$102.66,0,21781128,$0
Friesland,12/30/24,124,84,671,,$26.51,$0.00,$5.89, --,0,649944,$0
Gavleborg County,12/30/24,68,417,541,,$7.84,$2.22,$2.57, --,0,287382,$0
Gelderland,12/30/24,585,280,"2,956",,$123.32,$0.47,$22.83, --,0,2090168,$0
Georgia,12/30/24,"2,637","1,045","9,970","1,023",$935.63,$10.55,$67.28,$36.43,1,10711908,$588
Glasgow City,12/30/24,140,287,358,,$21.57,$0.16,$7.51, --,0,635640,$0
Gotland County,12/30/24,16,20,131,,$0.00,$0.00,$0.60, --,0,60124,$0
Groningen,12/30/24,105,104,865,,$18.60,$0.00,$6.13, --,0,585090,$0
Halland County,12/30/24,60,188,493,,$5.68,$0.84,$2.78, --,0,336748,$0
Hampshire,12/30/24,185,228,349,,$40.97,$0.33,$10.34, --,0,1389200,$0
Hawaii,12/30/24,304,261,"2,117",409,$129.23,$5.37,$13.37,$1.57,0,1455271,$0
Hoogezand-Sappemeer,12/30/24,9,19,32,,$0.00,$0.00,$0.56, --,0,34049,$0
Idaho,12/30/24,171,91,733,80,$32.58,$0.04,$3.17,$2.46,0,1839106,$0
Illinois,12/30/24,"1,962",783,"14,022","1,051",$551.14,$10.79,$62.83,$16.65,1,12671469,$588
Indiana,12/30/24,677,159,"3,122",269,$179.37,$17.58,$15.64,$3.60,0,6785528,$0
Iowa,12/30/24,312,60,"1,043",129,$130.97,$0.20,$6.48,$0.25,1,3190369,$588
Isle of Anglesey,12/30/24,8,3,13,,$0.00,$0.00,$0.02, --,0,69961,$0
Jamtland County,12/30/24,54,161,237,,$12.11,$0.00,$1.23, --,0,132675,$0
Jonkoping County,12/30/24,62,636,482,,$8.15,$0.39,$2.13, --,0,363599,$0
Kalmar County,12/30/24,48,462,383,,$8.50,$0.14,$2.41, --,0,247896,$0
Kansas,12/30/24,264,52,"1,058",114,$51.11,$15.73,$6.35,$0.42,0,2937880,$0
Kent,12/30/24,279,892,653,,$38.47,$2.00,$15.14, --,0,1589100,$0
Kentucky,12/30/24,399,106,"1,501",159,$132.74,$0.04,$7.42,$1.97,0,4505836,$0
Kingston upon Hull,12/30/24,33,46,101,,$6.81,$1.13,$1.73, --,0,259778,$0
Kronoberg County,12/30/24,30,183,368,,$8.46,$0.37,$2.46, --,0,201469,$0
Lancashire,12/30/24,142,262,272,,$15.31,$0.18,$2.33, --,0,1517500,$0
Limburg,12/30/24,302,303,"1,888",,$46.96,$0.84,$13.85, --,0,1117201,$0
Louisiana,12/30/24,574,322,"1,974",230,$232.60,$3.70,$16.82,$5.59,0,4657757,$0
Maine,12/30/24,134,51,579,69,$1.22,$0.00,$2.66,$0.67,0,1372247,$0
Maryland,12/30/24,"1,301",668,"4,693",616,$534.17,$8.91,$38.17,$18.56,0,6165129,$0
Massachusetts,12/30/24,"1,127","1,174","7,584",732,$323.31,$11.07,$41.58,$11.92,0,6984723,$0
Michigan,12/30/24,"1,154",211,"4,446",566,$364.31,$1.67,$28.60,$14.40,1,10077331,$588
Midlothian,12/30/24,13,6,12,,$4.62,$0.00,$0.01, --,0,93830,$0
Minnesota,12/30/24,631,223,"3,638",281,$140.01,$14.48,$28.18,$9.97,1,5706398,$588
Mississippi,12/30/24,276,82,859,98,$147.49,$1.54,$5.71,$4.18,0,2949965,$0
Missouri,12/30/24,739,226,"2,907",291,$338.19,$16.91,$16.19,$2.44,0,6168187,$0
Montana,12/30/24,128,42,480,35,$22.16,$0.08,$2.65,$0.16,0,1084225,$0
Nebraska,12/30/24,234,32,824,64,$47.64,$0.02,$4.94,$6.48,0,1961504,$0
Nevada,12/30/24,541,680,"2,517",438,$208.94,$10.53,$17.81,$11.58,1,3104614,$588
New Hampshire,12/30/24,190,118,682,72,$39.95,$2.16,$4.39,$0.49,0,1388992,$0
New Jersey,12/30/24,"2,040",929,"7,412","1,100",$622.97,$8.72,$48.36,$22.80,2,9288994,"$1,176"
New Mexico,12/30/24,232,70,702,135,$56.36,$0.11,$4.21,$0.32,0,2117522,$0
New York,12/30/24,"4,097","2,812","20,924","2,139","$1,172.83",$49.13,$134.46,$53.09,0,19835913,$0
Norrbotten County,12/30/24,58,221,383,,$3.29,$0.20,$2.16, --,0,250093,$0
North Brabant,12/30/24,786,575,"4,213",,$174.08,$1.28,$31.89, --,0,2562955,$0
North Carolina,12/30/24,"1,694",898,"6,087",764,$648.09,$9.19,$42.16,$31.78,1,10551162,$588
North Dakota,12/30/24,71,2,248,30,$11.73,$0.00,$1.23,$0.21,0,779702,$0
North Holland,12/30/24,"2,154","7,384","23,499",,$426.92,$37.62,$167.31, --,0,2877909,$0
North Lanarkshire,12/30/24,35,46,57,,$30.74,$0.00,$0.27, --,0,341140,$0
Northern Ireland,12/30/24,244,812,322,,$40.05,$1.55,$3.21, --,0,1903100,$0
Ohio,12/30/24,"1,363",317,"5,847",587,$404.47,$5.04,$31.87,$9.92,0,11780017,$0
Oklahoma,12/30/24,404,116,"1,174",134,$149.07,$1.73,$7.43,$1.03,0,3986639,$0
Orebro County,12/30/24,54,661,555,,$18.41,$0.84,$2.96, --,0,307011,$0
Oregon,12/30/24,431,552,"2,691",279,$80.49,$146.08,$14.36,$4.95,0,4237256,$0
Orkney,12/30/24,4,1,6,,$0.00,$0.00,$0.03, --,0,22400,$0
Ostergotland County,12/30/24,58,526,806,,$11.21,$2.06,$4.80, --,0,465891,$0
Overijssel,12/30/24,211,197,"1,406",,$35.15,$0.55,$10.63, --,0,1162406,$0
Pembrokeshire,12/30/24,16,28,35,,$3.41,$0.00,$0.25, --,0,125818,$0
Pennsylvania,12/30/24,"1,930",595,"7,360",716,$515.08,$14.94,$42.76,$7.71,0,12964056,$0
Plymouth,12/30/24,51,54,56,,$20.01,$0.00,$1.39, --,0,263100,$0
Powys,12/30/24,10,12,49,,$0.00,$0.00,$0.30, --,0,133030,$0
Rhode Island,12/30/24,121,87,475,74,$80.45,$0.02,$2.70,$0.12,0,1098163,$0
San Francisco Bay Area,12/30/24,"1,149","2,112","9,518",941,$450.88,$14.88,$47.50,$22.77,0,7753000,$0
Scotland,12/30/24,565,"2,783","1,175",,$133.32,$3.43,$14.69, --,0,5479900,$0
Silicon Valley,12/30/24,267,723,"2,385",291,$63.68,$3.67,$16.22,$0.93,0,3137600,$0
Skane County,12/30/24,528,"2,552","5,727",,$106.27,$7.48,$31.70, --,0,1389336,$0
Sodermanland County,12/30/24,60,419,519,,$30.91,$2.90,$3.44, --,0,302935,$0
Somerset,12/30/24,78,92,233,,$19.81,$0.09,$5.43, --,0,965424,$0
South Carolina,12/30/24,864,434,"2,110",377,$320.34,$0.24,$20.79,$11.67,1,5190705,$588
South Dakota,12/30/24,64,10,300,18,$4.99,$0.00,$1.48,$0.30,0,903027,$0
South Holland,12/30/24,"1,678","5,852","14,727",,$440.69,$59.42,$113.83, --,0,3714850,$0
Stockholm County,12/30/24,"1,490","8,345","17,662",,$281.31,$73.53,$109.95, --,0,2391990,$0
Stoke-on-Trent,12/30/24,53,148,59,,$9.39,$0.02,$0.72, --,0,256621,$0
Tennessee,12/30/24,877,318,"2,867",337,$350.97,$6.91,$16.37,$1.57,0,6975218,$0
Texas,12/30/24,"5,110","1,571","20,130","2,107","$1,710.79",$3.26,$136.07,$43.21,0,29527941,$0
Uppsala County,12/30/24,112,"1,013","1,055",,$23.80,$0.67,$6.59, --,0,383713,$0
Utah,12/30/24,362,287,"1,310",199,$99.99,$3.29,$12.21,$3.28,0,3337975,$0
Utrecht,12/30/24,424,250,"3,228",,$44.95,$1.31,$26.14, --,0,1361730,$0
Vale of Glamorgan,12/30/24,22,17,40,,$9.69,$0.00,$0.78, --,0,136720,$0
Varmland County,12/30/24,48,203,381,,$18.16,$0.83,$1.65, --,0,282342,$0
Vasterbotten County,12/30/24,74,788,746,,$16.27,$2.32,$3.82, --,0,272061,$0
Vasternorrland County,12/30/24,34,228,393,,$0.00,$0.40,$1.73, --,0,245653,$0
Vastmanland County,12/30/24,69,443,673,,$18.62,$0.75,$4.37, --,0,280988,$0
Vastra Gotaland County,12/30/24,571,"4,926","6,694",,$84.86,$9.55,$40.54, --,0,1755525,$0
Vermont,12/30/24,91,44,287,51,$25.12,$0.02,$1.79,$0.21,0,643077,$0
Virginia,12/30/24,"1,568","1,743","7,650",827,$546.85,$17.55,$49.21,$19.32,2,8642274,"$1,176"
Wales,12/30/24,364,"1,144",672,,$46.75,$1.00,$8.39, --,0,3105000,$0
Washington,12/30/24,928,927,"7,936",677,$264.05,$26.59,$38.95,$13.76,0,7796941,$0
West Virginia,12/30/24,122,18,413,50,$53.15,$0.01,$2.05,$1.74,0,1782959,$0
Wisconsin,12/30/24,589,135,"2,652",172,$184.04,$0.07,$21.20,$4.29,0,5893718,$0
Wyoming,12/30/24,79,34,185,30,$11.00,$0.04,$0.89,$0.04,0,577719,$0
Zeeland,12/30/24,111,79,550,,$25.19,$0.00,$3.37, --,0,385095,$0
Akrotiri and Dhekelia,1/6/25,,,2,, --, --,$0.00, --,0,18195,$0
Alabama,1/6/25,598,614,"2,041",865,$131.42,$14.52,$13.28,$5.41,1,5039877,$588
Alaska,1/6/25,50,57,490,290,$9.10,$0.40,$2.62,$0.97,1,732673,$588
Arizona,1/6/25,912,"1,877","4,526","2,230",$215.71,$14.90,$25.16,$19.44,0,7359197,$0
Arkansas,1/6/25,283,108,971,450,$87.16,$1.11,$5.46,$2.84,0,3011524,$0
Bedford,1/6/25,9,16,146,,$29.28,$0.00,$1.30, --,0,173292,$0
Berkshire,1/6/25,57,103,798,,$11.02,$0.09,$6.58, --,0,942400,$0
Blackpool,1/6/25,1,6,56,,$0.00,$0.00,$0.13, --,0,139300,$0
Blekinge County,1/6/25,53,381,"1,719",,$7.13,$0.53,$3.68, --,0,159056,$0
Buckinghamshire,1/6/25,37,84,664,,$1.36,$0.00,$7.08, --,0,812200,$0
Caerphilly County Borough,1/6/25,8,8,94,,$0.00,$0.00,$0.30, --,0,181019,$0
California,1/6/25,"3,312","10,978","25,810","14,304","$1,047.19",$96.64,$165.82,$84.49,8,39538223,"$4,704"
Central Bedfordshire,1/6/25,13,80,278,,$0.74,$0.11,$1.70, --,0,294200,$0
Cheshire East,1/6/25,22,84,292,,$2.29,$0.00,$3.28, --,1,398800,$588
Colorado,1/6/25,767,524,"5,993","2,250",$170.27,$22.56,$26.66,$16.70,1,5807719,$588
Connecticut,1/6/25,545,"1,014","2,143","1,528",$109.82,$5.58,$14.71,$8.12,0,3605597,$0
County Tyrone,1/6/25,12,28,128,,$0.00,$1.84,$0.38, --,0,182000,$0
Dalarna County,1/6/25,59,608,"3,214",,$14.93,$0.00,$7.48, --,0,286139,$0
Delaware,1/6/25,189,213,637,228,$64.52,$0.22,$3.90,$0.65,1,1003384,$588
Devon,1/6/25,45,95,549,,$7.90,$5.77,$3.62, --,0,1194166,$0
District of Columbia,1/6/25,301,772,"2,193",583,$34.98,$6.86,$16.75,$2.50,0,689545,$0
Drenthe,1/6/25,104,163,"1,654",,$19.89,$0.00,$3.80, --,0,493682,$0
Dundee City Council,1/6/25,10,137,100,,$0.00,$0.00,$0.41, --,0,148210,$0
England,1/6/25,"2,927","14,339","59,905",,$577.03,$231.22,$579.26, --,10,56489800,"$5,880"
Essex,1/6/25,116,227,"1,303",,$38.03,$0.00,$9.58, --,0,1832700,$0
Flevoland,1/6/25,214,364,"2,505",,$38.22,$0.98,$7.88, --,0,423021,$0
Florida,1/6/25,"4,854","8,967","14,668","9,103","$1,424.75",$51.52,$109.44,$83.29,13,21781128,"$7,644"
Friesland,1/6/25,139,228,"1,775",,$20.78,$0.56,$4.61, --,0,649944,$0
Gavleborg County,1/6/25,85,"1,391","4,763",,$7.49,$6.25,$9.83, --,0,287382,$0
Gelderland,1/6/25,699,700,"6,331",,$109.28,$2.84,$19.70, --,0,2090168,$0
Georgia,1/6/25,"2,315","2,915","10,936","3,770",$635.20,$20.56,$72.86,$20.90,5,10711908,"$2,940"
Glasgow City,1/6/25,62,194,734,,$8.98,$1.26,$4.77, --,0,635640,$0
Gotland County,1/6/25,13,87,531,,$10.68,$0.44,$1.46, --,0,60124,$0
Groningen,1/6/25,133,338,"2,099",,$21.64,$1.60,$5.95, --,0,585090,$0
Halland County,1/6/25,81,573,"4,237",,$16.93,$1.20,$8.66, --,0,336748,$0
Hampshire,1/6/25,89,108,"1,072",,$14.63,$0.00,$8.24, --,0,1389200,$0
Hawaii,1/6/25,321,486,"2,736","1,491",$43.33,$4.59,$13.88,$9.26,0,1455271,$0
Hoogezand-Sappemeer,1/6/25,5,19,121,,$0.00,$0.11,$0.31, --,0,34049,$0
Idaho,1/6/25,186,128,887,446,$97.39,$4.19,$4.94,$1.87,1,1839106,$588
Illinois,1/6/25,"1,788","2,309","15,215","3,596",$516.66,$48.12,$71.89,$28.52,3,12671469,"$1,764"
Indiana,1/6/25,661,301,"3,340","1,070",$113.80,$3.00,$16.92,$3.63,1,6785528,$588
Iowa,1/6/25,264,218,"1,261",493,$49.62,$0.38,$6.82,$3.40,0,3190369,$0
Isle of Anglesey,1/6/25,,1,46,, --,$0.00,$0.18, --,0,69961,$0
Jamtland County,1/6/25,43,333,"1,423",,$16.66,$0.58,$4.10, --,0,132675,$0
Jonkoping County,1/6/25,82,794,"4,165",,$9.87,$1.24,$8.19, --,0,363599,$0
Kalmar County,1/6/25,43,296,"2,388",,$6.10,$1.09,$5.34, --,0,247896,$0
Kansas,1/6/25,261,92,"1,211",528,$99.42,$0.17,$9.01,$3.24,2,2937880,"$1,176"
Kent,1/6/25,99,604,"1,625",,$53.34,$2.72,$28.63, --,0,1589100,$0
Kentucky,1/6/25,370,236,"1,900",677,$57.89,$4.33,$10.57,$1.56,0,4505836,$0
Kingston upon Hull,1/6/25,13,37,218,,$4.86,$0.00,$1.22, --,0,259778,$0
Kronoberg County,1/6/25,52,554,"2,237",,$17.10,$3.13,$5.28, --,0,201469,$0
Lancashire,1/6/25,48,123,814,,$7.97,$0.00,$4.52, --,0,1517500,$0
Limburg,1/6/25,381,644,"4,686",,$113.88,$1.38,$13.32, --,0,1117201,$0
Louisiana,1/6/25,455,511,"1,933",718,$162.50,$14.89,$11.03,$2.65,2,4657757,"$1,176"
Maine,1/6/25,111,113,673,326,$9.90,$1.14,$5.22,$1.17,0,1372247,$0
Maryland,1/6/25,"1,193","1,682","5,341","2,458",$305.69,$11.25,$40.42,$16.81,3,6165129,"$1,764"
Massachusetts,1/6/25,962,"3,009","10,637","2,881",$149.66,$10.73,$49.88,$16.61,1,6984723,$588
Michigan,1/6/25,"1,021",724,"4,856","2,056",$336.93,$3.98,$33.92,$8.73,0,10077331,$0
Midlothian,1/6/25,1,13,42,,$0.00,$0.00,$0.25, --,0,93830,$0
Minnesota,1/6/25,618,546,"3,749","1,293",$146.50,$1.49,$28.54,$8.03,1,5706398,$588
Mississippi,1/6/25,284,96,"1,045",310,$137.99,$0.75,$6.15,$1.12,2,2949965,"$1,176"
Missouri,1/6/25,714,380,"3,179","1,131",$232.67,$3.83,$17.39,$4.22,1,6168187,$588
Montana,1/6/25,105,91,695,261,$24.18,$0.09,$3.20,$0.68,0,1084225,$0
Nebraska,1/6/25,186,89,916,291,$48.21,$0.23,$4.91,$0.73,0,1961504,$0
